0	48401	56828
1	18190	41766
2	98984	25614
3	77807	7145
4	42750	44147
5	52334	5189
6	74298	43699
7	88714	5186
8	61623	6062
9	56801	89133
10	25081	37065
11	58128	33893
12	16566	49063
13	67456	54678
14	41230	38898
15	49679	50431
16	63330	52397
17	47853	25620
18	87903	35497
19	79076	9897
20	9442	57092
21	19994	44179
22	74821	65205
23	11455	20186
24	88354	13375
25	43645	25186
26	88783	70726
27	55496	69528
28	42805	53984
29	26626	37684
30	61421	20454
31	92369	22873
32	30556	42967
33	48692	45982
34	52765	58083
35	63754	95898
36	90175	4526
37	17141	41995
38	20203	98169
39	56951	59550
40	47193	80863
41	64526	31020
42	74695	42458
43	52162	75451
44	47439	17385
45	50032	35298
46	71410	18416
47	13107	81913
48	67433	88094
49	57221	78530
50	98487	2761
51	79415	34029
52	30793	15345
53	28807	78686
54	16560	27617
55	33378	59686
56	69839	51292
57	52016	97251
58	32928	59531
59	88238	5645
60	46690	48359
61	35408	41388
62	60885	51029
63	62429	75791
64	60653	67207
65	3495	23750
66	42280	37294
67	74669	55089
68	65295	7455
69	21217	61086
70	78146	31446
71	24894	34422
72	47374	28054
73	46786	84557
74	1126	48168
75	43601	58477
76	77467	88032
77	99277	33604
78	91307	60497
79	73914	27874
80	28760	67820
81	50943	18692
82	52390	84105
83	25513	24205
84	75545	21700
85	37848	52462
86	54225	47475
87	56999	18091
88	35358	94800
89	19125	15520
90	99083	64824
91	24923	2371
92	41782	62373
93	89624	91682
94	87381	91458
95	43804	79474
96	94268	40779
97	92514	76419
98	3155	55023
99	16845	91499
