0	203	286
1	508	39
2	356	512
3	84	446
4	331	19
5	34	304
6	435	137
7	143	197
8	425	262
9	131	316
10	428	42
11	265	135
12	337	93
13	348	161
14	8	235
15	343	257
16	166	414
17	446	17
18	199	273
19	375	329
20	124	218
21	437	253
22	140	167
23	412	49
24	351	256
25	93	156
26	513	465
27	418	371
28	319	384
29	167	12
30	81	313
31	471	458
32	279	53
33	369	135
34	80	444
35	171	198
36	44	7
37	306	165
38	83	230
39	188	451
40	134	261
41	140	0
42	509	182
43	360	382
44	392	482
45	303	403
46	502	59
47	211	469
48	481	165
49	82	406
50	2	418
51	232	503
52	176	135
53	354	475
54	25	116
55	33	107
56	411	124
57	474	270
58	475	114
59	499	284
60	254	476
61	473	124
62	255	481
63	492	264
64	49	78
65	177	33
66	318	174
67	472	446
68	261	394
69	63	233
70	129	297
71	267	73
72	386	515
73	229	244
74	102	38
75	86	88
76	107	195
77	219	243
78	136	16
79	382	114
80	175	303
81	370	275
82	199	414
83	511	221
84	279	92
85	505	142
86	455	0
87	188	337
88	226	90
89	341	7

89	203	34
