0	203	291
1	270	398
2	471	434
3	353	58
4	335	277
5	92	1
6	201	222
7	324	274
8	447	51
9	236	341
10	80	320
11	449	218
12	78	276
13	513	194
14	134	270
15	244	100
16	146	289
17	297	104
18	336	32
19	150	350
20	141	219
21	382	83
22	273	338
23	139	495
24	151	264
25	102	439
26	5	217
27	484	427
28	307	211
29	146	194
30	138	423
31	52	149
32	400	380
33	456	30
34	58	382
35	471	101
36	323	281
37	371	242
38	338	248
39	105	318
40	11	405
41	99	93
42	62	460
43	10	400
44	18	419
45	2	33
46	520	41
47	287	390
48	73	361
49	260	407
50	85	43
51	166	427
52	237	371
53	374	430
54	476	76
55	18	476
56	245	405
57	270	315
58	383	225
59	184	115
60	395	163
61	283	238
62	324	403
63	330	384
64	151	64
65	448	355
66	352	496
67	139	464
68	346	91
69	459	68
70	152	355
71	131	299
72	66	68
73	474	273
74	518	209
75	372	224
76	31	393
77	253	156
78	85	36
79	303	258
80	212	246
81	143	173
82	442	100
83	346	325
84	54	340
85	378	420
86	148	490
87	347	375
88	247	82
89	376	65
90	183	327
91	314	293
92	200	90
93	176	130
94	462	443
95	473	424
96	406	392
97	267	390
98	48	453
99	16	389
100	275	460
101	281	200
102	253	421
103	55	139
104	190	100
105	34	425
106	148	73
107	189	217
108	464	471
109	422	262
110	404	335
111	498	255
112	146	419
113	201	425
114	152	29
115	326	256
116	23	34
117	220	207
118	147	351
119	437	328
120	372	473
121	229	156
122	1	77
123	13	301
124	175	426
125	145	301
126	213	101
127	81	223
128	520	404
129	421	115
130	432	78
131	305	373
132	213	386
133	133	393
134	373	16
135	187	398
136	98	344
137	134	21
138	437	348
139	443	31
140	397	192
141	471	394
142	44	86
143	226	392
144	362	132
145	207	135
146	364	117
147	302	388
148	46	470
149	4	436
150	310	259
151	516	34
152	379	180
153	388	422
154	329	299
155	384	211
156	15	209
157	479	214
158	120	105
159	404	391
160	260	328
161	496	339
162	388	485
163	286	161
164	384	282
165	64	142
166	28	288
167	206	180
168	216	150
169	381	439
170	54	5
171	180	69
172	131	381
173	167	347
174	6	236
175	510	464
176	142	451
177	155	258
178	251	167
179	228	135
89
