0	276	312
1	124	382
2	142	301
3	55	151
4	2	236
5	484	405
6	57	226
7	487	288
8	239	170
9	371	484
10	74	196
11	107	123
12	505	132
13	144	234
14	336	67
15	16	323
16	40	390
17	519	214
18	34	305
19	182	131
20	75	60
21	392	302
22	135	253
23	280	236
24	150	201
25	126	331
26	323	213
27	463	351
28	303	165
29	301	279
30	422	111
31	520	408
32	101	137
33	421	380
34	509	166
35	207	513
36	223	261
37	175	329
38	60	118
39	76	310
40	485	274
41	369	479
42	193	199
43	58	47
44	17	57
45	176	27
46	0	498
47	208	348
48	279	199
49	35	321
50	240	479
51	195	253
52	390	373
53	119	365
54	46	155
55	193	398
56	354	428
57	179	143
58	350	50
59	136	208
60	165	429
61	305	30
62	228	408
63	45	49
64	126	447
65	87	324
66	141	411
67	253	139
68	107	205
69	151	486
70	369	103
71	185	386
72	396	465
73	474	341
74	219	137
75	339	97
76	264	158
77	182	158
78	187	297
79	414	383
80	318	200
81	215	440
82	378	40
83	97	363
84	271	212
85	244	397
86	402	434
87	372	49
88	67	237
89	329	67
90	109	47
91	354	514
92	496	175
93	291	429
94	404	99
95	24	313
96	390	28
97	200	405
98	48	155
99	51	499
100	439	43
101	362	368
102	201	124
103	454	153
104	412	508
105	176	391
106	230	187
107	484	520
108	316	496
109	57	407
110	259	293
111	376	331
112	463	201
113	164	63
114	77	111
115	499	305
116	12	351
117	407	506
118	117	18
119	438	279
120	132	359
121	351	67
122	228	223
123	191	113
124	431	73
125	413	178
126	336	353
127	90	104
128	5	33
129	363	54
130	176	372
131	283	115
132	347	69
133	494	320
134	203	397
135	466	95
136	440	381
137	279	187
138	369	407
139	10	110
140	108	84
141	451	30
142	418	174
143	426	388
144	501	115
145	431	88
146	258	308
147	129	335
148	464	372
149	499	417
150	20	292
151	110	131
152	254	254
153	373	259
154	467	409
155	453	354
156	333	293
157	22	229
158	359	144
159	188	11
160	280	238
161	398	62
162	132	185
163	318	165
164	173	357
165	516	458
166	126	432
167	8	139
168	151	270
169	357	46
170	207	142
171	95	270
172	409	474
173	405	150
174	402	481
175	121	435
176	143	175
177	294	132
178	3	259
179	347	436
180	506	218
181	136	299
182	300	404
183	494	94
184	228	249
185	385	71
186	369	97
187	201	352
188	7	128
189	8	347
190	433	348
191	350	55
192	45	221
193	332	432
194	27	149
195	409	434
196	184	323
197	262	244
198	21	408
199	195	29
200	449	40
201	209	474
202	329	301
203	7	348
204	450	458
205	88	366
206	165	229
207	314	516
208	251	238
209	118	108
210	273	150
211	516	361
212	391	238
213	182	494
214	369	287
215	355	516
216	68	403
217	358	55
218	198	156
219	433	37
220	363	81
221	155	37
222	0	357
223	179	442
224	301	475
225	133	443
226	317	132
227	35	161
228	406	243
229	87	439
230	451	259
231	398	410
232	485	164
233	305	238
234	117	191
235	419	292
236	115	131
237	312	339
238	401	317
239	224	26
240	244	100
241	93	307
242	389	156
243	437	214
244	495	226
245	51	437
246	465	403
247	349	15
248	398	413
249	259	206
250	89	256
251	282	378
252	18	249
253	291	232
254	433	341
255	148	510
256	0	428
257	373	91
258	118	63
259	470	498
260	423	424
261	375	289
262	254	77
263	197	415
264	413	64
265	388	167
266	178	135
267	425	129
268	316	62
269	181	497
270	124	363
271	110	420
272	454	446
273	162	117
274	436	356
275	352	224
276	152	467
277	351	103
278	279	156
279	370	229
280	494	314
281	355	38
282	440	233
283	306	149
284	271	256
285	465	153
286	117	355
287	95	201
288	406	236
289	25	56
290	399	97
291	188	312
292	71	411
293	308	419
294	43	333
295	218	133
296	238	84
297	334	324
298	383	369
299	232	396
300	27	110
301	11	370
302	340	143
303	360	95
304	355	178
305	354	282
306	65	240
307	423	310
308	283	65
309	80	107
310	421	141
311	312	436
312	127	26
313	149	333
314	276	370
315	428	292
316	240	205
317	329	415
318	212	376
319	239	326
320	380	239
321	174	56
