0	283	378
1	275	449
2	79	455
3	384	403
4	53	371
5	202	180
6	194	483
7	113	348
8	515	291
9	142	385
10	420	181
11	164	451
12	224	389
13	168	505
14	184	380
15	374	165
16	8	182
17	95	92
18	405	142
19	187	138
20	11	97
21	310	127
22	36	252
23	104	8
24	17	276
25	182	293
26	383	230
27	406	300
28	345	351
29	234	177
30	44	307
31	277	164
32	16	377
33	127	215
34	360	144
35	183	377
36	401	168
37	66	401
38	255	182
39	417	99
40	368	208
41	99	53
42	199	353
43	468	215
44	387	391
45	12	205
46	151	188
47	410	190
48	299	198
49	115	253
50	285	194
51	174	78
52	441	446
53	469	414
54	513	426
55	161	67
56	310	87
57	303	287
58	3	357
59	267	520
60	25	258
61	54	450
62	267	53
63	126	129
64	308	313
65	435	163
66	262	483
67	227	390
68	253	68
69	420	172
70	220	388
71	407	126
72	195	347
73	159	183
74	268	14
75	234	29
76	260	94
77	432	378
78	91	280
79	48	132
80	212	110
81	96	253
82	183	147
83	112	295
84	399	248
85	377	213
86	65	216
87	147	398
88	467	208
89	290	251
90	463	340
91	282	380
92	259	165
93	117	80
94	210	223
95	256	161
96	379	246
97	186	347
98	44	178
99	224	59
100	247	405
101	455	508
102	34	330
103	412	206
104	437	99
105	414	171
106	505	503
107	231	72
108	8	385
109	100	362
110	238	158
111	146	24
112	18	444
113	85	311
114	367	308
115	129	117
116	488	186
117	89	142
118	31	235
119	192	360
120	359	312
121	431	7
122	397	307
123	270	253
124	374	174
125	131	112
126	495	105
127	10	396
128	81	372
129	137	197
130	21	471
131	192	298
132	78	126
133	37	93
134	137	56
135	278	180
136	482	90
137	416	32
138	55	66
139	318	216
140	32	231
141	47	359
142	27	222
143	25	29
144	109	215
145	158	507
146	392	50
147	143	330
148	297	378
149	184	186
150	517	485
151	213	230
152	199	178
153	519	410
154	210	379
155	345	190
156	365	225
157	507	476
158	252	85
159	167	347
160	264	411
161	257	73
162	374	145
163	282	7
164	142	91
165	187	191
166	234	294
167	175	379
168	194	240
169	5	244
170	134	322
171	114	348
172	218	425
173	283	312
174	177	225
175	97	471
176	253	397
177	501	47
178	413	69
179	290	197
180	249	324
181	174	448
182	499	337
183	51	455
184	262	432
185	326	458
186	254	86
187	52	3
188	164	224
189	369	327
190	50	74
191	93	192
192	232	52
193	157	472
194	299	327
195	277	469
196	449	121
197	272	494
198	121	347
199	492	360
200	224	445
201	67	107
202	73	6
203	131	286
204	279	444
205	14	184
206	411	78
207	166	188
208	204	434
209	248	266
210	193	77
211	411	391
212	210	254
213	65	389
214	506	234
215	496	312
216	355	0
217	3	394
218	431	379
219	125	263
220	349	504
221	506	250
222	512	217
223	165	501
224	499	97
225	128	502
226	281	295
227	125	248
228	263	514
229	392	404
230	149	463
231	191	48
232	273	124
233	116	183
234	38	231
235	373	270
236	438	211
237	19	479
238	56	243
239	215	18
240	123	323
241	420	427
242	460	190
243	210	343
244	485	74
245	501	330
246	471	181
247	250	258
248	495	349
249	409	333
250	46	430
251	378	198
252	15	72
253	333	405
254	230	41
255	516	429
256	51	64
257	338	29
258	391	198
259	251	449
260	381	268
261	379	64
262	272	88
263	71	196
264	264	207
265	423	425
266	426	350
267	257	258
268	235	387
269	124	300
270	407	94
271	163	9
272	306	13
273	71	178
274	202	514
275	86	121
276	501	169
277	229	127
278	289	151
279	329	127
280	419	287
281	153	50
282	363	123
283	193	210
284	350	212
285	210	367
286	0	236
287	441	226
288	429	248
289	494	193
290	10	97
291	368	158
292	264	311
293	300	24
294	78	40
295	395	265
296	414	185
297	453	301
298	359	257
299	23	161
300	125	74
301	164	434
302	409	297
303	43	330
304	264	450
305	471	434
306	243	376
307	363	154
308	101	327
309	2	51
310	361	130
311	366	76
312	488	504
313	424	386
314	483	165
315	279	66
316	405	179
317	412	14
318	252	322
319	205	187
320	377	200
321	139	103
322	467	279
323	26	518
324	285	16
325	274	386
326	517	376
327	121	240
328	177	122
329	135	51
330	259	109
331	443	512
332	75	120
333	307	156
334	199	169
335	266	16
336	434	254
337	190	400
338	311	470
339	65	211
340	250	39
341	156	93
342	110	11
343	489	27
344	225	68
345	89	307
346	319	309
347	269	379
348	172	2
349	243	310
350	399	149
351	128	246
352	252	255
353	49	310
354	273	305
355	401	315
356	252	128
357	276	187
358	320	80
359	133	357
360	357	413
361	294	329
362	309	430
363	44	92
364	480	3
365	398	123
366	78	226
367	17	54
368	438	200
369	450	216
370	29	328
371	475	467
372	299	321
373	201	182
374	144	276
375	443	106
376	6	227
377	507	327
378	385	16
379	231	238
380	159	416
381	343	76
